"","egoID","from.alter","alt.alt.tie","egoalt_relation","egoalt_relate_othr","alter.initial","to.alter"
"17806",2425,"242502",NA,"4","","js","242508"
"17816",2426,"242602",NA,"1","","a","242608"
"17826",2427,"242702",NA,"4","","rl","242708"
"17836",2429,"242902",-3,"1","","cb","242908"
"17846",2431,"243102",NA,"1","","sr","243108"
"17856",2433,"243302",NA,"1","","jc","243308"
"17866",2435,"243502",NA,"5","","jh","243508"
"17876",2438,"243802",NA,"1","","ic","243808"
"17886",2439,"243902",0,"1","","jr","243908"
"17896",2451,"245102",NA,"1","","bt","245108"
"17906",2452,"245202",NA,"1","","pd","245208"
"17926",2454,"245402",NA,"1","parentfig","mc","245408"
"17936",2455,"245502",8,"1","","jh","245508"
"17946",2458,"245802",NA,"8","academic","cl","245808"
"17956",2462,"246202",NA,"4","","d.g","246208"
"17966",2463,"246302",NA,"1","","ss","246308"
"17976",2464,"246402",0,"6","","dm","246408"
"17986",2466,"246602",10,"4","","dp","246608"
"17996",2467,"246702",5,"6","","ag","246708"
"18006",2468,"246802",NA,"4","","vb","246808"
"18016",2469,"246902",NA,"8","academic","ec","246908"
"18026",2470,"247002",NA,"1","","sm","247008"
"18036",2472,"247202",NA,"1","","jr ","247208"
"18046",2475,"247502",0,"5","sigother","rb","247508"
"18056",2476,"247602",0,"1","","js","247608"
"18066",2477,"247702",8,"1","","cj","247708"
"18076",2481,"248102",9,"1","","dad","248108"
"18086",2482,"248202",NA,"1","","rp","248208"
"18096",2483,"248302",10,"1","","jb","248308"
"18106",2484,"248402",NA,"8","academic","tt","248408"
"18116",2485,"248502",10,"1","","cj","248508"
"18126",2487,"248702",NA,"1","","lh","248708"
"18136",2488,"248802",NA,"1","","my dad ","248808"
"18146",2489,"248902",NA,"1","","sh","248908"
"18156",2490,"249002",NA,"1","","lc","249008"
"18166",2491,"249102",10,"1","","ad","249108"
"18176",2495,"249502",NA,"1","","rg","249508"
"18186",2496,"249602",0,"1","","em","249608"
"18196",2500,"250002",NA,"5","","bw","250008"
"18206",2501,"250102",2,"8","academic","ar","250108"
"18216",2503,"250302",NA,"1","","wd","250308"
"18226",2504,"250402",NA,"1","","wm","250408"
"18236",2505,"250502",7,"1","","ml","250508"
"18246",2507,"250702",NA,"1","","cc","250708"
"18256",2508,"250802",NA,"1","","lc","250808"
"18266",2511,"251102",NA,"9","mentalhealth","mf","251108"
"18276",2514,"251402",8,"3","","sister","251408"
"18286",2515,"251502",NA,"1","","eh","251508"
"18296",2517,"251702",4,"1","","nt","251708"
"18306",2518,"251802",NA,"1","","dp","251808"
"18316",2520,"252002",10,"4","","cd","252008"
"18326",2522,"252202",10,"1","","vw","252208"
"18346",2526,"252602",NA,"1","","lk","252608"
"18356",2528,"252802",7,"1","","rs","252808"
"18366",2529,"252902",8,"1","","sd","252908"
"18376",2530,"253002",NA,"1","","bk","253008"
"18386",2531,"253102",NA,"1","","hb","253108"
"18396",2532,"253202",NA,"1","","mrp","253208"
"18406",2533,"253302",10,"1","","sf","253308"
"18416",2535,"253502",5,"1","","sb","253508"
"18426",2536,"253602",10,"3","","sis","253608"
"18436",2537,"253702",NA,"1","","jr","253708"
"18446",2540,"254002",NA,"6","","al","254008"
"18456",2542,"254202",NA,"1","","rb","254208"
"18466",2543,"254302",NA,"1","","ks","254308"
"18476",2545,"254502",NA,"1","","sp","254508"
"18486",2546,"254602",5,"3","","s","254608"
"18496",2548,"254802",NA,"1","","am","254808"
"18506",2550,"255002",NA,"1","","rc","255008"
"18516",2552,"255202",10,"1","","lh","255208"
"18536",2554,"255402",7,"3","","kb","255408"
"18546",2556,"255602",NA,"1","","md","255608"
"18556",2557,"255702",NA,"1","","jv","255708"
"18566",2559,"255902",0,"1","","chad","255908"
"18576",2560,"256002",10,"4","","jp","256008"
"18586",2566,"256602",NA,"4","","grandfather ","256608"
"18596",2568,"256802",NA,"1","","dad","256808"
"18606",2569,"256902",NA,"1","","dad","256908"
"18616",2570,"257002",NA,"1","","d","257008"
"18626",2575,"257502",NA,"1","","du","257508"
"18636",2576,"257602",NA,"3","","kj","257608"
"18646",2577,"257702",NA,"1","","sb","257708"
"18656",2578,"257802",NA,"1","","dh","257808"
"18666",2579,"257902",NA,"1","","dh","257908"
"18676",2582,"258202",1,"1","","cb","258208"
"18686",2585,"258502",NA,"1","","ac","258508"
"18696",2586,"258602",NA,"1","","cb","258608"
"18706",2590,"259002",3,"1","","mc","259008"
"18716",2591,"259102",NA,"1","","jsk","259108"
"18726",2594,"259402",NA,"1","","kr","259408"
"18736",2596,"259602",NA,"1","","cs","259608"
"18746",2598,"259802",NA,"1","","j.m","259808"
"18756",2600,"260002",NA,"1","","mw","260008"
"18766",2601,"260102",0,"3","","gp","260108"
"18776",2603,"260302",NA,"1","","jh","260308"
"18786",2605,"260502",6,"1","","hw","260508"
"18796",2606,"260602",NA,"1","","dl","260608"
"18806",2607,"260702",0,"1","","bb","260708"
"18816",2608,"260802",2,"1","","rb","260808"
"18826",2610,"261002",NA,"7","","tw","261008"
"18836",2614,"261402",0,"6","","bp","261408"
"18846",2616,"261602",NA,"1","parentfig","rm","261608"
"18856",2617,"261702",0,"1","","em","261708"
"18866",2618,"261802",NA,"1","","sh","261808"
"18876",2619,"261902",NA,"4","","lr","261908"
"18886",2628,"262802",NA,"1","","dm","262808"
"18896",2629,"262902",NA,"1","","f","262908"
"18906",2630,"263002",NA,"1","","kk","263008"
"18916",2631,"263102",NA,"8","academic","cb","263108"
"18926",2635,"263502",NA,"1","","db","263508"
"18936",2636,"263602",NA,"4","","am","263608"
"18946",2637,"263702",NA,"1","","mom","263708"
"18956",2638,"263802",-2,"8","academic","jl","263808"
"18966",2639,"263902",NA,"8","academic","baseball coach","263908"
"18976",2641,"264102",-4,"5","","dad","264108"
"18986",2642,"264202",5,"6","","gj","264208"
"18996",2643,"264302",NA,"1","","ms","264308"
"19006",2644,"264402",NA,"1","","th","264408"
"19016",2649,"264902",NA,"4","","mm","264908"
"19026",2652,"265202",10,"1","","ay","265208"
"19036",2653,"265302",0,"1","","ap","265308"
"19046",2655,"265502",NA,"4","","grandma ","265508"
"19056",2656,"265602",0,"1","","j s","265608"
"19066",2657,"265702",NA,"1","","dl","265708"
"19076",2662,"266202",NA,"1","","lw","266208"
"19086",2663,"266302",NA,"1","","ch","266308"
"19096",2664,"266402",NA,"1","parentfig","gd","266408"
"19106",2666,"266602",NA,"1","","cl","266608"
"19116",2668,"266802",NA,"1","","grandma","266808"
"19126",2669,"266902",NA,"1","","lh","266908"
"19136",2670,"267002",NA,"1","","kp","267008"
"19146",2672,"267202",NA,"1","","father","267208"
"19156",2675,"267502",0,"1","","ml","267508"
"19166",2676,"267602",NA,"3","","nt","267608"
"19176",2677,"267702",10,"1","","sz","267708"
"19186",2679,"267902",NA,"1","","ben thompson","267908"
"19196",2681,"268102",6,"6","","sf","268108"
"19206",2682,"268202",NA,"1","","dad","268208"
"19216",2683,"268302",NA,"5","","cm","268308"
"19226",2687,"268702",NA,"7","","kkc","268708"
"19236",2689,"268902",NA,"8","academic","ae","268908"
"19246",2690,"269002",1,"3","","cw","269008"
"19256",2691,"269102",NA,"5","","ms","269108"
"19266",2692,"269202",NA,"8","academic","aa","269208"
"19276",2694,"269402",0,"8","academic","fh","269408"
"19286",2695,"269502",NA,"1","","cw","269508"
"19296",2698,"269802",NA,"6","","ma","269808"
"19306",2699,"269902",NA,"6","","hl","269908"
"19316",2701,"270102",NA,"1","","bm","270108"
"19326",2702,"270202",NA,"5","","sb","270208"
"19336",2703,"270302",NA,"1","","ws","270308"
"19346",2705,"270502",NA,"1","","dh","270508"
"19356",2709,"270902",NA,"1","","co","270908"
"19366",2713,"271302",NA,"7","","rd","271308"
"9697",1001,"100102",NA,"3","","ad","100109"
"9707",1002,"100202",NA,"1","parentfig","md","100209"
"9717",1005,"100502",NA,"6","","jn","100509"
"9727",1006,"100602",NA,"1","","jh","100609"
"9737",1007,"100702",4,"6","","cs","100709"
"9747",1008,"100802",NA,"1","","jh","100809"
"9757",1009,"100902",NA,"8","academic","kb","100909"
"9767",1012,"101202",-9,"","","pg","101209"
"9777",1014,"101402",NA,"1","","am","101409"
"9787",1015,"101502",NA,"1","","sj","101509"
"9797",1018,"101802",NA,"1","","rb","101809"
"9807",1019,"101902",3,"1","","bs","101909"
"9817",1020,"102002",NA,"1","","cp","102009"
"9827",1023,"102302",NA,"1","","ms","102309"
"9837",1025,"102502",NA,"1","","cm","102509"
"9847",1027,"102702",NA,"1","","rb","102709"
"9857",1028,"102802",NA,"1","","la","102809"
"9867",1029,"102902",10,"3","","jr","102909"
"9877",1030,"103002",NA,"1","","cr","103009"
"9887",1031,"103102",NA,"4","","ta","103109"
"9897",1032,"103202",NA,"8","academic","kc","103209"
"9907",1034,"103402",NA,"1","","bf","103409"
"9917",1038,"103802",NA,"1","","mv","103809"
"9927",1039,"103902",NA,"1","","bh","103909"
"9937",1040,"104002",NA,"6","","mack","104009"
"9947",1041,"104102",3,"1","","mh","104109"
"9957",1043,"104302",0,"1","","bj","104309"
"9967",1045,"104502",NA,"8","academic","dm","104509"
"9977",1046,"104602",NA,"3","","sh","104609"
"9987",1049,"104902",NA,"3","","ms","104909"
"9997",1051,"105102",NA,"1","","gg","105109"
"10007",1053,"105302",NA,"1","","gg","105309"
"10017",1054,"105402",NA,"1","","nt","105409"
"10027",1055,"105502",NA,"1","","do","105509"
"10037",1056,"105602",10,"1","","ts","105609"
"10047",1058,"105802",0,"1","","cl","105809"
"10057",1060,"106002",10,"4","","hd","106009"
"10067",1061,"106102",NA,"1","","da","106109"
"10077",1062,"106202",0,"1","","dp","106209"
"10087",1063,"106302",NA,"1","","ph","106309"
"10097",1064,"106402",NA,"3","","ag","106409"
"10107",1065,"106502",3,"1","","br","106509"
"10117",1067,"106702",NA,"1","","ry","106709"
"10127",1068,"106802",NA,"1","","js","106809"
"10137",1069,"106902",NA,"1","","jf","106909"
"10147",1071,"107102",9,"1","","ro","107109"
"10157",1073,"107302",10,"1","parentfig","si","107309"
"10167",1075,"107502",NA,"1","","ka","107509"
"10177",1077,"107702",NA,"4","","sl","107709"
"10187",1078,"107802",NA,"1","","rb","107809"
"10197",1079,"107902",NA,"1","","sr","107909"
"10207",1081,"108102",NA,"1","","dl","108109"
"10217",1082,"108202",NA,"3","","tt","108209"
"10227",1084,"108402",NA,"1","","jm","108409"
"10237",1085,"108502",NA,"1","","nt","108509"
"10247",1087,"108702",6,"1","","jh","108709"
"10257",1088,"108802",NA,"3","","tb","108809"
"10277",1092,"109202",NA,"1","","cm","109209"
"10287",1093,"109302",NA,"6","","ws","109309"
"10297",1094,"109402",10,"3","","tp","109409"
"10307",1095,"109502",NA,"1","","jj","109509"
"10317",1096,"109602",NA,"1","","cb","109609"
"10327",1097,"109702",NA,"1","","ja","109709"
"10337",1100,"110002",7,"1","","rmj","110009"
"10347",1101,"110102",NA,"8","academic","ms","110109"
"10357",1102,"110202",NA,"1","","kra","110209"
"10367",1103,"110302",NA,"1","","mj","110309"
"10377",1107,"110702",0,"3","","at","110709"
"10387",1108,"110802",NA,"3","","kr","110809"
"10397",1112,"111202",NA,"8","academic","mt","111209"
"10407",1118,"111802",0,"1","","kc","111809"
"10417",1121,"112102",NA,"4","","tm","112109"
"10427",1122,"112202",NA,"1","","sa","112209"
"10437",1126,"112602",NA,"1","","rt","112609"
"10447",1130,"113002",NA,"1","","kf","113009"
"10457",1131,"113102",NA,"6","","cl","113109"
"10467",1132,"113202",NA,"1","","ab","113209"
"10487",1134,"113402",NA,"1","","vv","113409"
"10497",1137,"113702",NA,"1","","dad","113709"
"10507",1141,"114102",NA,"1","","cr","114109"
"10517",1143,"114302",NA,"1","","jj","114309"
"10527",1145,"114502",NA,"1","","lb","114509"
"10537",1147,"114702",NA,"8","academic","bs","114709"
"10547",1149,"114902",NA,"1","","jl","114909"
"10557",1150,"115002",10,"4","","lt","115009"
"10567",1151,"115102",NA,"1","","dc","115109"
"10577",1152,"115202",NA,"6","","bh","115209"
"10587",1156,"115602",0,"1","","hv","115609"
"10597",1158,"115802",10,"1","","fc","115809"
"10607",1159,"115902",NA,"1","","mg","115909"
"10617",1161,"116102",NA,"4","","lw","116109"
"10627",1162,"116202",NA,"4","","ld","116209"
"10637",1165,"116502",NA,"6","","vm","116509"
"10647",1166,"116602",NA,"8","academic","ab","116609"
"10657",1168,"116802",NA,"1","","qp","116809"
"10667",1172,"117202",0,"3","","ls","117209"
"10677",1175,"117502",0,"1","","bm","117509"
"10687",1185,"118502",NA,"1","","ks","118509"
"10697",1186,"118602",NA,"4","","lc","118609"
"10707",1187,"118702",NA,"1","","tb","118709"
"10717",1189,"118902",NA,"1","","jf","118909"
"10727",1190,"119002",0,"1","","gm","119009"
"10737",1191,"119102",NA,"1","","ds","119109"
"10747",1192,"119202",10,"1","","dp","119209"
"10757",1193,"119302",NA,"8","academic","pb","119309"
"10767",1195,"119502",NA,"1","","sk","119509"
"10777",1196,"119602",NA,"8","academic","mb","119609"
"10787",1197,"119702",NA,"1","","lh","119709"
"10797",1198,"119802",NA,"3","","kd","119809"
"10807",1199,"119902",NA,"1","","ah","119909"
"10817",1200,"120002",NA,"1","","jf","120009"
"10827",1201,"120102",NA,"1","","shane lincoln","120109"
"10837",1202,"120202",10,"1","","dr","120209"
"10847",1203,"120302",NA,"4","","al","120309"
"10867",1205,"120502",NA,"1","","ch","120509"
"10877",1206,"120602",NA,"1","","gf","120609"
"10887",1208,"120802",7,"1","","le","120809"
"10897",1209,"120902",10,"1","","bm","120909"
"10907",1210,"121002",0,"1","","ab","121009"
"10917",1211,"121102",NA,"6","","tb","121109"
"10927",1213,"121302",0,"1","","vd","121309"
"10937",1214,"121402",NA,"8","academic","tf","121409"
"10947",1215,"121502",NA,"1","","jm","121509"
"10957",1216,"121602",NA,"1","","nr","121609"
"10967",1217,"121702",10,"8","academic","rg","121709"
"10977",1218,"121802",10,"1","","jc","121809"
"10987",1220,"122002",NA,"1","","hs","122009"
"10997",1221,"122102",NA,"1","","jd","122109"
"11007",1222,"122202",NA,"1","","sm","122209"
"11017",1224,"122402",NA,"4","","mw","122409"
"11027",1225,"122502",NA,"1","","kc","122509"
"11037",1226,"122602",6,"1","","vb","122609"
"11047",1227,"122702",NA,"1","","mm","122709"
"11057",1228,"122802",NA,"1","","nr","122809"
"11067",1229,"122902",0,"8","academic","tm","122909"
"11077",1230,"123002",NA,"1","","rn","123009"
"11087",1231,"123102",10,"8","academic","jh","123109"
"11097",1232,"123202",-5,"6","","mz","123209"
"11107",1233,"123302",0,"1","","yn","123309"
"11117",1235,"123502",NA,"6","","rb","123509"
"11127",1238,"123802",NA,"1","","js","123809"
"11137",1239,"123902",0,"1","","ia","123909"
"11147",1242,"124202",10,"4","","lc","124209"
"11157",1247,"124702",NA,"1","","jf","124709"
"11167",1249,"124902",NA,"8","academic","ls","124909"
"11177",1250,"125002",NA,"1","","jb","125009"
"11187",1252,"125202",NA,"5","","dd","125209"
"11197",1254,"125402",NA,"1","","wn","125409"
"11207",1258,"125802",NA,"8","academic","rl","125809"
"11217",1259,"125902",NA,"8","academic","ms","125909"
"11227",1261,"126102",10,"1","","jl","126109"
"11237",1263,"126302",NA,"1","","kk","126309"
"11247",1264,"126402",NA,"1","","lr","126409"
"11257",1266,"126602",6,"4","","po","126609"
"11267",1267,"126702",0,"1","","bh","126709"
"11277",1269,"126902",NA,"6","","bd","126909"
"11287",1273,"127302",NA,"3","","ke","127309"
"11297",1274,"127402",6,"1","","cm","127409"
"11307",1275,"127502",NA,"5","","jb","127509"
"11317",1276,"127602",0,"6","","af","127609"
"11327",1278,"127802",NA,"1","","jb","127809"
"11337",1279,"127902",NA,"1","","sv","127909"
"11347",1280,"128002",NA,"4","","sc","128009"
"11367",1282,"128202",NA,"4","","db","128209"
"11377",1283,"128302",NA,"1","","tnnaq","128309"
"11387",1284,"128402",NA,"1","","sp","128409"
"11397",1286,"128602",NA,"1","","mg","128609"
"11407",1287,"128702",8,"1","","sg","128709"
"11417",1288,"128802",NA,"6","","ap","128809"
"11427",1291,"129102",NA,"","","ck","129109"
"11437",1292,"129202",NA,"1","","rf","129209"
"11447",1293,"129302",NA,"1","","nh","129309"
"11457",1294,"129402",NA,"1","","db","129409"
"11467",1296,"129602",NA,"1","","jg","129609"
"11477",1297,"129702",NA,"1","","lh","129709"
"11487",1298,"129802",10,"8","academic","km","129809"
"11497",1299,"129902",6,"1","","sp","129909"
"11507",1300,"130002",6,"1","","cs","130009"
"11517",1310,"131002",NA,"1","","he","131009"
"11527",1311,"131102",NA,"1","","jl","131109"
"11537",1313,"131302",NA,"1","","cg","131309"
"11547",1314,"131402",10,"1","","km","131409"
"11557",1315,"131502",NA,"1","","lt","131509"
"11567",1318,"131802",NA,"3","","ts","131809"
"11577",1322,"132202",10,"4","","cd","132209"
"11587",1323,"132302",5,"1","","jd","132309"
"11597",1324,"132402",0,"10","othr_adults","d.b.","132409"
"11607",1325,"132502",NA,"1","","lh","132509"
"11617",1326,"132602",10,"1","","ab","132609"
"11637",1328,"132802",NA,"1","","kd","132809"
"11647",1329,"132902",NA,"1","","sc","132909"
"11657",1330,"133002",NA,"1","","sc","133009"
"11667",1335,"133502",NA,"1","","pm","133509"
"11677",1337,"133702",NA,"1","","dc","133709"
"11687",1338,"133802",10,"1","","aw","133809"
"11697",1340,"134002",NA,"1","","mm","134009"
"11707",1343,"134302",0,"8","academic","vu","134309"
"11727",1347,"134702",NA,"6","","fp","134709"
"11737",1350,"135002",10,"1","","pw","135009"
"11747",1351,"135102",NA,"4","","ds ","135109"
"11757",1353,"135302",0,"1","","jl","135309"
"11777",1355,"135502",NA,"11","work","cc","135509"
"11787",1356,"135602",NA,"1","","lh","135609"
"11797",1358,"135802",0,"1","","pd","135809"
"11807",1359,"135902",NA,"8","academic","tw","135909"
"11827",1363,"136302",NA,"6","","aw","136309"
"11837",1364,"136402",NA,"1","","md","136409"
"11847",1366,"136602",NA,"8","academic","sm","136609"
"11857",1367,"136702",NA,"8","academic","sh","136709"
"11867",1368,"136802",NA,"1","","wf","136809"
"11877",1370,"137002",NA,"9","mentalhealth","da","137009"
"11887",1372,"137202",NA,"8","academic","ks","137209"
"11897",1375,"137502",NA,"1","","chuck","137509"
"11907",1379,"137902",NA,"8","academic","a.s.","137909"
"11917",1380,"138002",NA,"5","","ag","138009"
"11927",1382,"138202",10,"1","","ev","138209"
"11947",1385,"138502",NA,"1","","cl","138509"
"11957",1386,"138602",NA,"8","academic","lel","138609"
"11967",1387,"138702",NA,"1","","mw","138709"
"11977",1389,"138902",NA,"1","","ac","138909"
"11987",1390,"139002",6,"1","","dt","139009"
"11997",1391,"139102",NA,"6","","es","139109"
"12007",1392,"139202",NA,"8","academic","va","139209"
"12017",1393,"139302",NA,"10","othr_adults","christine","139309"
"12027",1394,"139402",NA,"1","","ma","139409"
"12037",1395,"139502",NA,"3","","em","139509"
"12047",1399,"139902",NA,"1","","gc","139909"
"12057",1413,"141302",NA,"1","","j.f","141309"
"12067",1414,"141402",NA,"1","","sj","141409"
"12077",1416,"141602",NA,"7","","bw","141609"
"12087",1417,"141702",NA,"1","","rg","141709"
"12097",1419,"141902",10,"1","","mm","141909"
"12107",1420,"142002",NA,"6","","pg","142009"
"12117",1421,"142102",NA,"1","","jg","142109"
"12127",1422,"142202",NA,"8","academic","mc","142209"
"12137",1424,"142402",NA,"4","","ad","142409"
"12147",1425,"142502",0,"8","academic","ms","142509"
"12157",1426,"142602",5,"4","","as","142609"
"12167",1427,"142702",NA,"4","","rb","142709"
"12177",1430,"143002",NA,"6","","eb","143009"
"12187",1431,"143102",NA,"8","academic","je","143109"
"12197",1432,"143202",NA,"1","","kb","143209"
"12207",1433,"143302",NA,"3","","gd","143309"
"12217",1434,"143402",NA,"6","","p.g.","143409"
"12237",1437,"143702",NA,"1","","dad","143709"
"12247",1438,"143802",NA,"5","","cv","143809"
"12257",1440,"144002",NA,"1","","rh","144009"
"12267",1441,"144102",10,"6","","mg","144109"
"12277",1443,"144302",NA,"1","","ce","144309"
"12287",1450,"145002",NA,"8","academic","sh","145009"
"12297",1451,"145102",10,"1","","p.z.","145109"
"12307",1452,"145202",NA,"1","","sn","145209"
"12317",1453,"145302",NA,"3","","ss","145309"
"12327",1456,"145602",NA,"1","","kw","145609"
"12337",1457,"145702",NA,"3","","cw","145709"
"12347",1458,"145802",NA,"1","","d","145809"
"12357",1459,"145902",NA,"1","","gm","145909"
"12367",1460,"146002",NA,"8","academic","ew","146009"
"12377",1462,"146202",10,"1","","ja","146209"
"12397",1464,"146402",NA,"7","","kl","146409"
"12407",1466,"146602",NA,"1","","cc","146609"
"12417",1467,"146702",NA,"4","","rt","146709"
"12427",1468,"146802",NA,"1","","cf","146809"
"12437",1470,"147002",0,"3","","al","147009"
"12447",1471,"147102",NA,"4","","ie","147109"
"12457",1472,"147202",NA,"1","","ew","147209"
"12467",1476,"147602",NA,"3","","jz","147609"
"12477",1477,"147702",NA,"1","","ca","147709"
"12487",1479,"147902",NA,"1","","tb","147909"
"12497",1480,"148002",NA,"1","","ph","148009"
"12507",1481,"148102",NA,"1","","d.b","148109"
"12517",1483,"148302",NA,"3","","m.r","148309"
"12527",1485,"148502",NA,"4","","jm","148509"
"12537",1486,"148602",NA,"6","peer","lc","148609"
"12547",1487,"148702",NA,"6","","jg","148709"
"12557",1488,"148802",NA,"5","","ct","148809"
"12567",1489,"148902",NA,"1","parentfig","j.t.","148909"
"12577",1491,"149102",NA,"1","","lk","149109"
"12587",1492,"149202",NA,"1","","rl","149209"
"12597",1495,"149502",NA,"5","","mm","149509"
"12607",1496,"149602",8,"3","","eh","149609"
"12617",1498,"149802",10,"1","","kc","149809"
"12627",1499,"149902",NA,"5","","ac","149909"
"12637",1500,"150002",6,"4","","ec","150009"
"12647",1501,"150102",NA,"5","","bg","150109"
"12657",1503,"150302",NA,"6","peer","jp","150309"
"12667",1505,"150502",NA,"1","","cb","150509"
"12677",1506,"150602",8,"1","","tt","150609"
"12687",1508,"150802",NA,"1","","cl","150809"
"12697",1509,"150902",0,"1","","sb","150909"
"12707",1513,"151302",0,"1","","tm 
tm","151309"
"12717",1515,"151502",NA,"8","academic","vm","151509"
"12727",1517,"151702",NA,"1","","kg","151709"
"12737",1520,"152002",NA,"1","","dm","152009"
"12747",1528,"152802",NA,"4","","mh","152809"
"12757",1529,"152902",NA,"6","","jh","152909"
"12767",1531,"153102",NA,"3","","mc","153109"
"12777",1533,"153302",NA,"1","","th","153309"
"12787",1535,"153502",NA,"1","","kg","153509"
"12797",1536,"153602",NA,"1","parentfig","pc","153609"
"12807",1538,"153802",NA,"1","","cj","153809"
"12817",1539,"153902",NA,"1","","bm","153909"
"12827",1540,"154002",NA,"1","","hm","154009"
"12837",1542,"154202",NA,"1","","jb","154209"
"12847",1543,"154302",6,"1","","bf","154309"
"12857",1544,"154402",9,"1","","ej","154409"
"12867",1546,"154602",NA,"1","","em","154609"
"12877",1547,"154702",8,"4","","rm","154709"
"12887",1551,"155102",NA,"1","","cw","155109"
"12897",1552,"155202",NA,"4","","jg","155209"
"12907",1554,"155402",NA,"1","","tl","155409"
"12917",1555,"155502",NA,"1","","dad","155509"
"12927",1556,"155602",10,"1","","dad","155609"
"12937",1559,"155902",NA,"1","","rr","155909"
"12947",1562,"156202",NA,"8","academic","rs","156209"
"12957",1563,"156302",NA,"1","","jw","156309"
"12977",1570,"157002",10,"1","","cg","157009"
"12987",1571,"157102",9,"1","","sg","157109"
"12997",1573,"157302",10,"1","","sg","157309"
"13007",1575,"157502",NA,"6","","sl","157509"
"13017",1578,"157802",10,"4","","as","157809"
"13027",1580,"158002",NA,"1","","dad","158009"
"13037",1582,"158202",0,"5","","dc","158209"
"13047",1583,"158302",NA,"1","","bm","158309"
"13057",1584,"158402",NA,"4","","lm","158409"
"13077",1603,"160302",6,"1","","rp","160309"
"13087",1604,"160402",NA,"1","","rmg 2","160409"
"13097",1605,"160502",NA,"1","","cc","160509"
"13107",1607,"160702",NA,"1","","amr","160709"
"13117",1610,"161002",NA,"4","","cr","161009"
"13127",1613,"161302",NA,"1","","aw","161309"
"13137",1614,"161402",0,"6","","kl","161409"
"13147",1615,"161502",NA,"4","","jl","161509"
"13157",1617,"161702",NA,"1","","tb","161709"
"13167",1618,"161802",NA,"1","","d","161809"
"13177",1619,"161902",NA,"6","","tw","161909"
"13187",1620,"162002",NA,"1","","cf","162009"
"13197",1622,"162202",NA,"1","","jd","162209"
"13207",1623,"162302",NA,"1","","it","162309"
"13217",1625,"162502",-8,"6","","bb","162509"
"13227",1627,"162702",NA,"4","","mh","162709"
"13237",1628,"162802",NA,"1","","td","162809"
"13247",1632,"163202",0,"4","","hg","163209"
"13257",1634,"163402",NA,"7","","pr","163409"
"13267",1635,"163502",NA,"1","","tb","163509"
"13277",1638,"163802",10,"1","","da","163809"
"13287",1641,"164102",10,"3","","nj","164109"
"13297",1642,"164202",10,"1","","ch","164209"
"13307",1645,"164502",NA,"1","","km","164509"
"13317",1647,"164702",NA,"1","","lu","164709"
"13327",1648,"164802",NA,"1","","pa","164809"
"13347",1650,"165002",NA,"4","","db","165009"
"13357",1652,"165202",NA,"8","academic","cc","165209"
"13377",1656,"165602",NA,"1","","cg","165609"
"13387",1658,"165802",NA,"8","academic","ml","165809"
"13397",1659,"165902",10,"3","","ad","165909"
"13407",1660,"166002",NA,"4","","nm","166009"
"13417",1661,"166102",10,"1","","jr","166109"
"13427",1663,"166302",NA,"1","","ta","166309"
"13437",1664,"166402",10,"1","","rp","166409"
"13447",1665,"166502",10,"1","","gl","166509"
"13457",1667,"166702",NA,"7","","gq","166709"
"13467",1668,"166802",5,"8","academic","em","166809"
"13487",1671,"167102",0,"8","academic","lc","167109"
"13497",1672,"167202",NA,"1","","rd","167209"
"13507",1673,"167302",NA,"1","","rd","167309"
"13517",1674,"167402",NA,"1","","cfpr","167409"
"13527",1677,"167702",NA,"1","","lm","167709"
"13537",1678,"167802",0,"6","","p","167809"
"13547",1680,"168002",10,"1","","jlm","168009"
"13557",1682,"168202",NA,"3","","gd","168209"
"13567",1686,"168602",NA,"1","","jk","168609"
"13577",1687,"168702",NA,"1","","ac","168709"
"13587",1688,"168802",NA,"1","","dm","168809"
"13597",1690,"169002",NA,"6","","jm","169009"
"13607",1692,"169202",4,"1","","jg","169209"
"13617",1694,"169402",NA,"6","","md","169409"
"13627",1695,"169502",0,"1","","ed","169509"
"13637",1697,"169702",NA,"1","","cp","169709"
"13647",1699,"169902",NA,"1","","dh","169909"
"13657",1700,"170002",NA,"1","","bp","170009"
"13667",1701,"170102",6,"3","","cp","170109"
"13677",1702,"170202",NA,"1","","cg","170209"
"13687",1703,"170302",NA,"1","","jd","170309"
"13697",1704,"170402",NA,"6","","yu","170409"
"13707",1705,"170502",2,"1","","bd","170509"
"13717",1708,"170802",5,"1","","ew","170809"
"13727",1709,"170902",NA,"3","","m.c.","170909"
"13737",1710,"171002",NA,"4","","sdt","171009"
"13747",1713,"171302",NA,"1","","ms","171309"
"13757",1714,"171402",NA,"1","","td","171409"
"13767",1715,"171502",NA,"1","","mf","171509"
"13777",1718,"171802",NA,"7","","ar","171809"
"13797",1721,"172102",10,"1","","sl","172109"
"13807",1723,"172302",10,"1","","ds","172309"
"13817",1724,"172402",NA,"4","","m","172409"
"13827",1726,"172602",NA,"1","","ml","172609"
"13837",1727,"172702",NA,"6","","mc","172709"
"13857",1730,"173002",NA,"1","","wy","173009"
"13867",1731,"173102",NA,"6","","ac","173109"
"13877",1734,"173402",NA,"6","","md","173409"
"13887",1740,"174002",8,"5","","kb","174009"
"13897",1741,"174102",NA,"1","","ls","174109"
"13907",1742,"174202",4,"6","","nb","174209"
